Date,Month,Day,Hours,Minutes,Weekend ,Intensity
2,10,Sun,19,30,0,296
2,10,Sun,19,45,0,296
2,10,Sun,20,0,0,296
2,10,Sun,20,15,0,296
2,10,Sun,20,30,0,296
2,10,Sun,20,45,0,296
2,10,Sun,21,0,0,296
2,10,Sun,21,15,0,296
2,10,Sun,21,30,0,296
2,10,Sun,21,45,0,296
2,10,Sun,22,0,0,296
2,10,Sun,22,15,0,296
2,10,Sun,22,30,0,296
2,10,Sun,22,45,0,296
2,10,Sun,23,0,0,296
2,10,Sun,23,15,0,296
2,10,Sun,23,30,0,296
2,10,Sun,23,45,0,296
3,10,Mon,0,0,0,296
3,10,Mon,0,15,0,296
3,10,Mon,0,30,0,296
3,10,Mon,0,45,0,296
3,10,Mon,1,0,0,296
3,10,Mon,1,15,0,296
3,10,Mon,1,30,0,296
3,10,Mon,1,45,0,296
3,10,Mon,2,0,0,296
3,10,Mon,2,15,0,296
3,10,Mon,2,30,0,296
3,10,Mon,2,45,0,296
3,10,Mon,3,0,0,296
3,10,Mon,3,15,0,296
3,10,Mon,3,30,0,296
3,10,Mon,3,45,0,296
3,10,Mon,4,0,0,296
3,10,Mon,4,15,0,296
3,10,Mon,4,30,0,296
3,10,Mon,4,45,0,296
3,10,Mon,5,0,0,296
3,10,Mon,5,15,0,296
3,10,Mon,5,30,0,296
3,10,Mon,5,45,0,296
3,10,Mon,6,0,0,296
3,10,Mon,6,15,0,296
3,10,Mon,6,30,0,296
3,10,Mon,6,45,0,296
3,10,Mon,7,0,0,296
3,10,Mon,7,15,0,296
3,10,Mon,7,30,0,296
3,10,Mon,7,45,0,296
3,10,Mon,8,0,0,296
3,10,Mon,8,15,0,296
3,10,Mon,8,30,0,296
3,10,Mon,8,45,0,296
3,10,Mon,9,0,0,296
3,10,Mon,9,15,0,296
3,10,Mon,9,30,0,296
3,10,Mon,9,45,0,296
3,10,Mon,10,0,0,296
3,10,Mon,10,15,0,296
3,10,Mon,10,30,0,296
3,10,Mon,10,45,0,296
3,10,Mon,11,0,0,296
3,10,Mon,11,15,0,296
3,10,Mon,11,30,0,296
3,10,Mon,11,45,0,296
3,10,Mon,12,0,0,296
3,10,Mon,12,15,0,296
3,10,Mon,12,30,0,296
3,10,Mon,12,45,0,296
3,10,Mon,13,0,0,296
3,10,Mon,13,15,0,296
3,10,Mon,13,30,0,296
3,10,Mon,13,45,0,296
3,10,Mon,14,0,0,296
3,10,Mon,14,15,0,296
3,10,Mon,14,30,0,296
3,10,Mon,14,45,0,296
3,10,Mon,15,0,0,296
3,10,Mon,15,15,0,296
3,10,Mon,15,30,0,296
3,10,Mon,15,45,0,296
3,10,Mon,16,0,0,296
3,10,Mon,16,15,0,296
3,10,Mon,16,30,0,296
3,10,Mon,16,45,0,296
3,10,Mon,17,0,0,296
3,10,Mon,17,15,0,296
3,10,Mon,17,30,0,296
3,10,Mon,17,45,0,296
3,10,Mon,18,0,0,296
3,10,Mon,18,15,0,296
3,10,Mon,18,30,0,296
3,10,Mon,18,45,0,296
3,10,Mon,19,0,0,296
3,10,Mon,19,15,0,296
3,10,Mon,19,30,0,296
3,10,Mon,19,45,0,296
3,10,Mon,20,0,0,296
3,10,Mon,20,15,0,296
3,10,Mon,20,30,0,296
3,10,Mon,20,45,0,296
3,10,Mon,21,0,0,296
3,10,Mon,21,15,0,296
3,10,Mon,21,30,0,296
3,10,Mon,21,45,0,296
3,10,Mon,22,0,0,296
3,10,Mon,22,15,0,296
3,10,Mon,22,30,0,296
3,10,Mon,22,45,0,296
3,10,Mon,23,0,0,296
3,10,Mon,23,15,0,296
3,10,Mon,23,30,0,296
3,10,Mon,23,45,0,296
4,10,Tue,0,0,0,296
4,10,Tue,0,15,0,296
4,10,Tue,0,30,0,296
4,10,Tue,0,45,0,296
4,10,Tue,1,0,0,296
4,10,Tue,1,15,0,296
4,10,Tue,1,30,0,296
4,10,Tue,1,45,0,296
4,10,Tue,2,0,0,296
4,10,Tue,2,15,0,296
4,10,Tue,2,30,0,296
4,10,Tue,2,45,0,170
4,10,Tue,3,0,0,174
4,10,Tue,3,15,0,165
4,10,Tue,3,30,0,167
4,10,Tue,3,45,0,167
4,10,Tue,4,0,0,167
4,10,Tue,4,15,0,167
4,10,Tue,4,30,0,167
4,10,Tue,4,45,0,167
4,10,Tue,5,0,0,167
4,10,Tue,5,15,0,167
4,10,Tue,5,30,0,167
4,10,Tue,5,45,0,167
4,10,Tue,6,0,0,167
4,10,Tue,6,15,0,167
4,10,Tue,6,30,0,167
4,10,Tue,6,45,0,167
4,10,Tue,7,0,0,167
4,10,Tue,7,15,0,167
4,10,Tue,7,30,0,167
4,10,Tue,7,45,0,167
4,10,Tue,8,0,0,167
4,10,Tue,8,15,0,167
4,10,Tue,8,30,0,167
4,10,Tue,8,45,0,167
4,10,Tue,9,0,0,167
4,10,Tue,9,15,0,167
4,10,Tue,9,30,0,167
4,10,Tue,9,45,0,167
4,10,Tue,10,0,0,167
4,10,Tue,10,15,0,167
4,10,Tue,10,30,0,167
4,10,Tue,10,45,0,167
4,10,Tue,11,0,0,167
4,10,Tue,11,15,0,167
4,10,Tue,11,30,0,167
4,10,Tue,11,45,0,167
4,10,Tue,12,0,0,167
4,10,Tue,12,15,0,167
4,10,Tue,12,30,0,167
4,10,Tue,12,45,0,167
4,10,Tue,13,0,0,167
4,10,Tue,13,15,0,167
4,10,Tue,13,30,0,167
4,10,Tue,13,45,0,167
4,10,Tue,14,0,0,167
4,10,Tue,14,15,0,167
4,10,Tue,14,30,0,167
4,10,Tue,14,45,0,167
4,10,Tue,15,0,0,167
4,10,Tue,15,15,0,167
4,10,Tue,15,30,0,167
4,10,Tue,15,45,0,167
4,10,Tue,16,0,0,167
4,10,Tue,16,15,0,167
4,10,Tue,16,30,0,167
4,10,Tue,16,45,0,167
4,10,Tue,17,0,0,167
4,10,Tue,17,15,0,167
4,10,Tue,17,30,0,167
4,10,Tue,17,45,0,167
4,10,Tue,18,0,0,167
4,10,Tue,18,15,0,167
4,10,Tue,18,30,0,167
4,10,Tue,18,45,0,167
4,10,Tue,19,0,0,167
4,10,Tue,19,15,0,167
4,10,Tue,19,30,0,167
4,10,Tue,19,45,0,167
4,10,Tue,20,0,0,167
4,10,Tue,20,15,0,167
4,10,Tue,20,30,0,167
4,10,Tue,20,45,0,167
4,10,Tue,21,0,0,167
4,10,Tue,21,15,0,167
4,10,Tue,21,30,0,167
4,10,Tue,21,45,0,167
4,10,Tue,22,0,0,167
4,10,Tue,22,15,0,167
4,10,Tue,22,30,0,167
4,10,Tue,22,45,0,167
4,10,Tue,23,0,0,167
4,10,Tue,23,15,0,167
4,10,Tue,23,30,0,167
4,10,Tue,23,45,0,167
5,10,Wed,0,0,0,167
5,10,Wed,0,15,0,167
5,10,Wed,0,30,0,167
5,10,Wed,0,45,0,167
5,10,Wed,1,0,0,167
5,10,Wed,1,15,0,167
5,10,Wed,1,30,0,167
5,10,Wed,1,45,0,167
5,10,Wed,2,0,0,167
5,10,Wed,2,15,0,167
5,10,Wed,2,30,0,167
5,10,Wed,2,45,0,167
5,10,Wed,3,0,0,167
5,10,Wed,3,15,0,167
5,10,Wed,3,30,0,167
5,10,Wed,3,45,0,167
5,10,Wed,4,0,0,167
5,10,Wed,4,15,0,167
5,10,Wed,4,30,0,167
5,10,Wed,4,45,0,167
5,10,Wed,5,0,0,167
5,10,Wed,5,15,0,167
5,10,Wed,5,30,0,167
5,10,Wed,5,45,0,167
5,10,Wed,6,0,0,167
5,10,Wed,6,15,0,167
5,10,Wed,6,30,0,167
5,10,Wed,6,45,0,167
5,10,Wed,7,0,0,167
5,10,Wed,7,15,0,167
5,10,Wed,7,30,0,167
5,10,Wed,7,45,0,167
5,10,Wed,8,0,0,167
5,10,Wed,8,15,0,167
5,10,Wed,8,30,0,167
5,10,Wed,8,45,0,167
5,10,Wed,9,0,0,167
5,10,Wed,9,15,0,167
5,10,Wed,9,30,0,167
5,10,Wed,9,45,0,167
5,10,Wed,10,0,0,167
5,10,Wed,10,15,0,167
5,10,Wed,10,30,0,167
5,10,Wed,10,45,0,167
5,10,Wed,11,0,0,167
5,10,Wed,11,15,0,167
5,10,Wed,11,30,0,167
5,10,Wed,11,45,0,167
5,10,Wed,12,0,0,167
5,10,Wed,12,15,0,167
5,10,Wed,12,30,0,167
5,10,Wed,12,45,0,167
5,10,Wed,13,0,0,167
5,10,Wed,13,15,0,167
5,10,Wed,13,30,0,167
5,10,Wed,13,45,0,167
5,10,Wed,14,0,0,167
5,10,Wed,14,15,0,167
5,10,Wed,14,30,0,167
5,10,Wed,14,45,0,167
5,10,Wed,15,0,0,167
5,10,Wed,15,15,0,167
5,10,Wed,15,30,0,167
5,10,Wed,15,45,0,167
5,10,Wed,16,0,0,167
5,10,Wed,16,15,0,167
5,10,Wed,16,30,0,167
5,10,Wed,16,45,0,167
5,10,Wed,17,0,0,167
5,10,Wed,17,15,0,167
5,10,Wed,17,30,0,167
5,10,Wed,17,45,0,167
5,10,Wed,18,0,0,167
5,10,Wed,18,15,0,167
5,10,Wed,18,30,0,167
5,10,Wed,18,45,0,167
5,10,Wed,19,0,0,167
5,10,Wed,19,15,0,167
5,10,Wed,19,30,0,167
5,10,Wed,19,45,0,167
5,10,Wed,20,0,0,167
5,10,Wed,20,15,0,167
5,10,Wed,20,30,0,167
5,10,Wed,20,45,0,167
5,10,Wed,21,0,0,167
5,10,Wed,21,15,0,167
5,10,Wed,21,30,0,167
5,10,Wed,21,45,0,167
5,10,Wed,22,0,0,167
5,10,Wed,22,15,0,167
5,10,Wed,22,30,0,167
